customer_id,date,item
C0121,2025-07-18,Dishwasher Pods
C0121,2025-07-18,Maintenance Plan
C0121,2025-07-23,Blender
C0121,2025-07-23,Stacking Kit
C0121,2025-07-23,Carbon Filter
C0121,2025-07-23,Spare Blades
C0122,2025-06-07,Leaf Blower
C0122,2025-06-07,Remote Control
C0122,2025-06-07,Mop Attachment
C0122,2025-06-07,Propane Tank
C0122,2025-06-22,Range
C0122,2025-06-22,Oven Liners
C0122,2025-06-22,Slow Cooker
C0122,2025-06-22,Weather Cover
C0122,2025-06-23,Food Processor
C0122,2025-06-23,Oven Liners
C0122,2025-06-23,Coffee Maker
C0122,2025-06-23,Lawn Mower
C0122,2025-06-30,Pressure Washer
C0122,2025-06-30,Remote Control
C0122,2025-08-05,Refrigerator
C0122,2025-08-05,Mop Attachment
C0122,2025-08-05,Robot Vacuum
C0122,2025-08-05,Dryer
C0123,2025-04-10,Dishwasher
C0123,2025-04-10,Blade Assembly
C0123,2025-04-10,Dryer
C0123,2025-04-10,Vacuum
C0123,2025-04-10,Maintenance Plan
C0123,2025-04-14,Leaf Blower
C0123,2025-04-22,Lawn Mower
C0123,2025-04-22,Extended Warranty
C0123,2025-04-22,Descaler
C0123,2025-04-22,Anode Rod
C0123,2025-05-05,Dryer
C0123,2025-05-05,Maintenance Plan
C0123,2025-05-11,Robot Vacuum
C0123,2025-05-11,Mop Attachment
C0123,2025-07-21,Robot Vacuum
C0123,2025-07-21,Toaster Oven
C0123,2025-07-21,Air Purifier
C0123,2025-07-21,Slicing Blade Set
C0123,2025-08-04,Washer
C0124,2025-04-10,Portable Heater
C0124,2025-04-10,Baking Tray
C0124,2025-05-17,Slow Cooker
C0124,2025-05-17,Coffee Maker
C0124,2025-05-30,Coffee Maker
C0124,2025-05-30,Water Heater
C0124,2025-05-30,Microwave Trim Kit
C0124,2025-05-30,Cast Iron Griddle
C0124,2025-06-07,Leaf Blower
C0124,2025-06-07,Maintenance Plan
C0124,2025-06-18,Vacuum
C0124,2025-06-18,Maintenance Plan
C0124,2025-06-27,Air Purifier
C0124,2025-06-27,Extended Warranty
C0124,2025-06-27,Extended Warranty
C0124,2025-07-04,Ceiling Fan
C0124,2025-07-04,Remote Control
C0124,2025-07-04,Air Purifier
C0124,2025-07-04,Maintenance Plan
C0125,2025-07-06,Patio Furniture Set
C0125,2025-07-06,Hose Extension
C0125,2025-07-07,Toaster Oven
C0125,2025-07-07,Surge Protector
C0126,2025-04-12,Dishwasher
C0126,2025-08-04,Microwave
C0126,2025-08-04,Shoulder Strap
C0126,2025-08-04,Blade Assembly
C0126,2025-08-04,Outdoor Fire Pit
C0127,2025-04-27,Grill
C0127,2025-04-27,Baking Tray
C0127,2025-04-27,Furniture Covers
C0127,2025-04-27,Maintenance Plan
C0127,2025-05-12,Range
C0127,2025-05-12,Propane Tank
C0127,2025-05-12,Shoulder Strap
C0127,2025-05-12,Weather Cover
C0127,2025-07-09,Air Purifier
C0127,2025-07-09,Anode Rod
C0127,2025-07-19,Water Heater
C0127,2025-07-19,Installation Kit
C0128,2025-04-10,Vacuum
C0128,2025-04-10,Safety Guard
C0128,2025-04-10,Lawn Mower
C0128,2025-04-10,Maintenance Plan
C0128,2025-07-17,Water Heater
C0128,2025-07-17,Microwave Trim Kit
C0128,2025-07-17,Extra Crock Insert
C0128,2025-07-17,Installation Kit
C0128,2025-07-17,Range
C0128,2025-07-17,Installation Kit
C0128,2025-07-18,Portable Heater
C0128,2025-07-18,Vacuum Bags
C0129,2025-04-21,Coffee Maker
C0129,2025-04-21,Range
C0129,2025-04-21,Stacking Kit
C0129,2025-05-07,Toaster Oven
C0129,2025-06-29,Range
C0129,2025-06-29,Nozzle Attachment
C0129,2025-06-29,Dehumidifier
C0129,2025-06-29,Washer
C0129,2025-07-01,Stand Mixer
C0129,2025-07-01,Extra Filters
C0129,2025-07-07,Washer
C0129,2025-07-07,Patio Umbrella
C0129,2025-07-18,Lawn Mower
C0129,2025-07-18,Patio Furniture Set
C0130,2025-04-18,Refrigerator
C0130,2025-04-18,Microwave
C0130,2025-04-19,Lawn Mower
C0130,2025-04-19,Toaster Oven
C0130,2025-04-19,Grass Catcher
C0130,2025-05-18,Air Purifier
C0130,2025-05-18,Food Processor
C0130,2025-05-18,Pizza Stone
C0130,2025-05-18,Maintenance Plan
C0130,2025-05-30,Outdoor Fire Pit
C0130,2025-06-17,Slow Cooker
C0130,2025-06-17,Extra Crock Insert
C0130,2025-06-17,Drain Hose
C0130,2025-07-12,Vacuum
C0131,2025-05-15,Refrigerator
C0131,2025-05-15,Carbon Filter
C0131,2025-05-15,Maintenance Plan
C0131,2025-05-22,Leaf Blower
C0131,2025-05-22,Patio Umbrella
C0131,2025-05-22,Descaler
C0131,2025-05-22,Maintenance Plan
C0131,2025-06-28,Dryer
C0131,2025-07-04,Lawn Mower
C0132,2025-04-17,Refrigerator
C0132,2025-04-17,Surge Protector
C0132,2025-04-17,Cushion Covers
C0132,2025-04-18,Blender
C0132,2025-04-18,Coffee Maker
C0132,2025-05-17,Air Purifier
C0132,2025-05-17,Firewood Rack
C0132,2025-05-17,HEPA Filter
C0132,2025-05-17,Maintenance Plan
C0133,2025-05-01,Grill
C0133,2025-05-01,Vacuum
C0133,2025-05-01,Baking Tray
C0133,2025-05-01,Oven Liners
C0133,2025-07-20,Patio Furniture Set
C0133,2025-07-20,Slicing Blade Set
C0133,2025-07-20,Drain Hose
C0133,2025-07-20,Stand Mixer
C0133,2025-08-04,Refrigerator
C0133,2025-08-04,Maintenance Plan
C0134,2025-04-13,Food Processor
C0134,2025-04-13,Installation Kit
C0134,2025-04-13,Coffee Maker
C0134,2025-04-13,Microwave Trim Kit
C0134,2025-05-10,Stand Mixer
C0134,2025-05-16,Range
C0134,2025-05-16,Grass Catcher
C0134,2025-05-16,Maintenance Plan
C0134,2025-05-27,Coffee Maker
C0134,2025-07-26,Slow Cooker
C0134,2025-07-26,Expansion Tank
C0134,2025-07-26,Extra Crock Insert
C0134,2025-07-26,Blender
C0135,2025-05-07,Stand Mixer
C0135,2025-05-07,Maintenance Plan
C0135,2025-06-21,Toaster Oven
C0135,2025-06-21,Maintenance Plan
C0135,2025-06-27,Range
C0135,2025-06-27,Dough Blade
C0135,2025-06-27,Cast Iron Griddle
C0135,2025-07-14,Slow Cooker
C0135,2025-07-14,Carbon Filter
C0135,2025-07-30,Water Heater
C0135,2025-07-30,Maintenance Plan
C0136,2025-04-18,Air Purifier
C0136,2025-04-18,HEPA Filter
C0136,2025-04-25,Robot Vacuum
C0136,2025-05-26,Leaf Blower
C0136,2025-06-09,Vacuum
C0136,2025-06-09,Patio Umbrella
C0136,2025-06-09,Dehumidifier
C0136,2025-06-09,Food Processor
C0136,2025-06-10,Water Heater
C0136,2025-07-09,Blender
C0136,2025-07-09,Pouring Shield
C0136,2025-07-09,Maintenance Plan
C0136,2025-07-20,Slow Cooker
C0137,2025-05-16,Microwave
C0137,2025-05-16,Extra Brushes
C0137,2025-06-05,Coffee Maker
C0138,2025-04-11,Blender
C0138,2025-04-11,Pizza Stone
C0138,2025-04-11,Dough Hook
C0138,2025-04-11,Surge Protector
C0138,2025-04-11,Maintenance Plan
C0138,2025-04-18,Food Processor
C0138,2025-04-18,Extended Warranty
C0138,2025-05-01,Air Purifier
C0138,2025-05-01,Water Filter
C0138,2025-05-09,Dishwasher
C0138,2025-05-09,Dishwasher Pods
C0138,2025-05-09,Grass Catcher
C0138,2025-05-09,Pressure Washer
C0138,2025-05-26,Patio Furniture Set
C0138,2025-05-26,Drain Hose
C0138,2025-06-10,Microwave
C0138,2025-06-10,Nozzle Set
C0138,2025-06-10,Hose Extension
C0138,2025-06-10,Stand Mixer
C0138,2025-06-10,Dryer Vent Kit
C0139,2025-04-27,Robot Vacuum
C0139,2025-04-27,Microwave
C0139,2025-04-29,Dishwasher
C0139,2025-04-29,Dryer
C0139,2025-04-29,Maintenance Plan
C0139,2025-06-02,Ceiling Fan
C0139,2025-06-02,Remote Control
C0139,2025-06-02,Extended Warranty
C0139,2025-06-02,Lint Trap
C0139,2025-06-02,Maintenance Plan
C0139,2025-08-04,Microwave
C0139,2025-08-04,Water Filter
C0139,2025-08-04,Propane Tank
C0139,2025-08-04,Maintenance Plan
C0140,2025-04-12,Grill
C0140,2025-04-23,Range
C0140,2025-04-23,Grass Catcher
C0140,2025-07-23,Grill
C0140,2025-08-03,Food Processor
C0140,2025-08-03,Stand Mixer
C0140,2025-08-03,Washer Hoses
C0140,2025-08-03,Maintenance Plan
C0140,2025-08-05,Washer
C0140,2025-08-05,Mop Attachment
C0140,2025-08-05,Dough Blade
C0141,2025-05-10,Robot Vacuum
C0141,2025-05-10,Outdoor Fire Pit
C0141,2025-05-10,Carbon Filter
C0141,2025-05-26,Dehumidifier
C0141,2025-05-26,Drain Hose
C0141,2025-05-26,Extra Brushes
C0141,2025-05-26,Toaster Oven
C0141,2025-06-01,Water Heater
C0141,2025-06-01,Grill
C0141,2025-07-01,Vacuum
C0141,2025-07-01,Cast Iron Griddle
C0141,2025-07-01,Water Filter
C0141,2025-07-01,Leaf Blower
C0142,2025-05-09,Blender
C0142,2025-05-09,Extra Pitcher
C0142,2025-05-09,Grill Grate
C0142,2025-07-14,Vacuum
C0142,2025-07-14,Surge Protector
C0142,2025-07-14,Maintenance Plan
C0142,2025-08-03,Robot Vacuum
C0142,2025-08-03,Stacking Kit
C0143,2025-04-19,Portable Heater
C0143,2025-04-19,Firewood Rack
C0143,2025-04-19,Remote Control
C0143,2025-05-22,Food Processor
C0143,2025-06-07,Patio Furniture Set
C0143,2025-06-07,Food Processor
C0143,2025-06-07,Maintenance Plan
C0143,2025-06-09,Lawn Mower
C0143,2025-06-09,Spare Blades
C0143,2025-06-09,Oven Liners
C0143,2025-06-22,Pressure Washer
C0143,2025-06-22,Foam Cannon
C0143,2025-06-23,Lawn Mower
C0143,2025-06-23,Dishwasher
C0143,2025-06-23,Blender
C0143,2025-08-08,Leaf Blower
C0143,2025-08-08,Maintenance Plan
C0144,2025-06-17,Toaster Oven
C0144,2025-06-17,Baking Tray
C0144,2025-06-17,Robot Vacuum
C0144,2025-06-25,Washer
C0144,2025-06-25,Air Purifier
C0144,2025-06-25,Maintenance Plan
C0145,2025-05-10,Refrigerator
C0145,2025-05-10,Maintenance Plan
C0145,2025-07-10,Washer
C0145,2025-07-10,Descaler
C0145,2025-07-19,Robot Vacuum
C0145,2025-07-19,Extra Brushes
C0145,2025-07-19,Food Processor
C0145,2025-08-03,Air Purifier
C0145,2025-08-03,Blender
C0145,2025-08-03,Carbon Filter
C0145,2025-08-03,Maintenance Plan
C0146,2025-04-18,Dishwasher
C0146,2025-04-18,Dehumidifier
C0146,2025-04-18,Slow Cooker
C0146,2025-06-28,Robot Vacuum
C0146,2025-06-28,Dehumidifier
C0146,2025-06-28,Mop Attachment
C0146,2025-06-28,Weather Cover
C0147,2025-06-03,Stand Mixer
C0147,2025-06-03,Pressure Washer
C0147,2025-06-03,Dough Hook
C0147,2025-07-07,Food Processor
C0147,2025-07-07,Maintenance Plan
C0147,2025-07-26,Microwave
C0147,2025-07-26,Safety Guard
C0148,2025-04-21,Leaf Blower
C0148,2025-04-21,Mop Attachment
C0148,2025-04-21,Coffee Filters
C0148,2025-04-21,Dishwasher
C0148,2025-05-09,Dryer
C0148,2025-05-09,Dryer Vent Kit
C0148,2025-05-09,Expansion Tank
C0148,2025-05-09,Grill
C0148,2025-06-28,Outdoor Fire Pit
C0148,2025-06-28,Maintenance Plan
C0148,2025-07-20,Outdoor Fire Pit
C0148,2025-07-20,Maintenance Plan
C0148,2025-07-23,Grill
C0148,2025-07-23,Oven Liners
C0149,2025-05-03,Air Purifier
C0149,2025-05-03,Cushion Covers
C0149,2025-05-03,Maintenance Plan
C0149,2025-05-04,Patio Furniture Set
C0149,2025-05-04,Safety Guard
C0149,2025-05-04,Portable Heater
C0149,2025-05-06,Grill
C0149,2025-05-06,Extra Filters
C0149,2025-05-06,Propane Tank
C0149,2025-05-06,Blender
C0149,2025-05-19,Washer
C0149,2025-05-19,Blade Assembly
C0149,2025-05-19,Lawn Mower
C0149,2025-05-19,Maintenance Plan
C0149,2025-07-03,Lawn Mower
C0149,2025-07-03,Grill
C0149,2025-07-03,Maintenance Plan
C0149,2025-08-03,Dryer
C0149,2025-08-03,Portable Heater
C0149,2025-08-03,Hose Extension
C0150,2025-04-23,Washer
C0150,2025-04-23,Grill
C0150,2025-04-23,Carbon Filter
C0150,2025-04-23,Slow Cooker
C0150,2025-07-03,Slow Cooker
C0150,2025-07-03,Slicing Blade Set
C0150,2025-07-03,Vacuum Bags
